state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price
Maharashtra,Akola,Akola,Wheat,Sharbati,23-01-2019,2400,2800,2600
Maharashtra,Akola,Akola,Wheat,Sharbati,25-01-2019,2450,2750,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,28-01-2019,2450,2500,2475
Maharashtra,Akola,Akola,Wheat,Sharbati,29-01-2019,2350,2450,2400
Maharashtra,Akola,Akola,Wheat,Sharbati,30-01-2019,2500,2800,2600
Maharashtra,Akola,Akola,Wheat,Sharbati,02-02-2019,2450,2700,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,04-02-2019,2400,2700,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,05-02-2019,2400,2700,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,06-02-2019,2050,2800,2400
Maharashtra,Akola,Akola,Wheat,Sharbati,07-02-2019,2400,2700,2625
Maharashtra,Akola,Akola,Wheat,Sharbati,08-02-2019,2475,2800,2600
Maharashtra,Akola,Akola,Wheat,Sharbati,09-02-2019,2350,2700,2450
Maharashtra,Akola,Akola,Wheat,Sharbati,11-02-2019,2400,2750,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,12-02-2019,2300,2700,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,14-02-2019,2400,2800,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,15-02-2019,2400,2700,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,16-02-2019,2400,2800,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,21-02-2019,2400,2800,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,22-02-2019,2400,2800,2700
Maharashtra,Akola,Akola,Wheat,Sharbati,23-02-2019,2325,2700,2400
Maharashtra,Akola,Akola,Wheat,Sharbati,26-02-2019,2325,2700,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,27-02-2019,2328,2700,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,28-02-2019,2300,2700,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,01-03-2019,2300,2700,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,02-03-2019,2250,2700,2300
Maharashtra,Akola,Akola,Wheat,Sharbati,05-03-2019,2250,2700,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,06-03-2019,2250,2700,2400
Maharashtra,Akola,Akola,Wheat,Sharbati,07-03-2019,2250,2700,2400
Maharashtra,Akola,Akola,Wheat,Sharbati,08-03-2019,2200,2800,2400
Maharashtra,Akola,Akola,Wheat,Sharbati,09-03-2019,2200,2700,2400
Maharashtra,Akola,Akola,Wheat,Sharbati,11-03-2019,2275,2275,2275
Maharashtra,Akola,Akola,Wheat,Sharbati,12-03-2019,2200,2600,2400
Maharashtra,Akola,Akola,Wheat,Sharbati,13-03-2019,2050,2450,2250
Maharashtra,Akola,Akola,Wheat,Sharbati,14-03-2019,2100,2600,2300
Maharashtra,Akola,Akola,Wheat,Sharbati,18-03-2019,2100,2400,2250
Maharashtra,Akola,Akola,Wheat,Sharbati,19-03-2019,2100,2600,2300
Maharashtra,Akola,Akola,Wheat,Sharbati,20-03-2019,2250,2500,2300
Maharashtra,Akola,Akola,Wheat,Sharbati,23-03-2019,2100,2270,2170
Maharashtra,Akola,Akola,Wheat,Sharbati,25-03-2019,2200,2600,2400
Maharashtra,Akola,Akola,Wheat,Sharbati,26-03-2019,2170,2500,2300
Maharashtra,Akola,Akola,Wheat,Sharbati,27-03-2019,2200,2600,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,28-03-2019,2050,2550,2300
Maharashtra,Akola,Akola,Wheat,Sharbati,01-04-2019,2000,2500,2300
Maharashtra,Akola,Akola,Wheat,Sharbati,02-04-2019,2100,2650,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,03-04-2019,2200,2550,2400
Maharashtra,Akola,Akola,Wheat,Sharbati,04-04-2019,2050,2550,2350
Maharashtra,Akola,Akola,Wheat,Sharbati,05-04-2019,2150,2350,2200
Maharashtra,Akola,Akola,Wheat,Sharbati,06-04-2019,2250,2600,2400
Maharashtra,Akola,Akola,Wheat,Sharbati,09-04-2019,2100,3450,2770
Maharashtra,Akola,Akola,Wheat,Sharbati,10-04-2019,2170,2550,2400
Maharashtra,Akola,Akola,Wheat,Sharbati,11-04-2019,2150,2500,2300
Maharashtra,Akola,Akola,Wheat,Sharbati,12-04-2019,2150,2500,2300
Maharashtra,Akola,Akola,Wheat,Sharbati,15-04-2019,2050,2600,2300
Maharashtra,Akola,Akola,Wheat,Sharbati,20-04-2019,2000,2550,2400
Maharashtra,Akola,Akola,Wheat,Sharbati,22-04-2019,2150,3400,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,23-04-2019,2150,3400,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,24-04-2019,2125,2500,2300
Maharashtra,Akola,Akola,Wheat,Sharbati,25-04-2019,2150,3400,2400
Maharashtra,Akola,Akola,Wheat,Sharbati,26-04-2019,2150,3400,2400
Maharashtra,Akola,Akola,Wheat,Sharbati,27-04-2019,2050,2600,2330
Maharashtra,Akola,Akola,Wheat,Sharbati,29-04-2019,2150,3400,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,30-04-2019,2100,2600,2350
Maharashtra,Akola,Akola,Wheat,Sharbati,02-05-2019,2100,2400,2250
Maharashtra,Akola,Akola,Wheat,Sharbati,03-05-2019,2100,2650,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,04-05-2019,2150,2650,2400
Maharashtra,Akola,Akola,Wheat,Sharbati,06-05-2019,2125,2650,2450
Maharashtra,Akola,Akola,Wheat,Sharbati,08-05-2019,2200,2650,2425
Maharashtra,Akola,Akola,Wheat,Sharbati,09-05-2019,2130,3400,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,10-05-2019,2100,2650,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,11-05-2019,2000,2650,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,13-05-2019,2200,2600,2350
Maharashtra,Akola,Akola,Wheat,Sharbati,14-05-2019,2100,2650,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,15-05-2019,2200,2650,2570
Maharashtra,Akola,Akola,Wheat,Sharbati,20-05-2019,2250,2650,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,21-05-2019,2170,2700,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,23-05-2019,2200,2700,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,24-05-2019,2275,2350,2310
Maharashtra,Akola,Akola,Wheat,Sharbati,25-05-2019,2200,2700,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,27-05-2019,2200,2700,2450
Maharashtra,Akola,Akola,Wheat,Sharbati,28-05-2019,2200,2700,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,29-05-2019,2200,2700,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,30-05-2019,2250,3500,2700
Maharashtra,Akola,Akola,Wheat,Sharbati,31-05-2019,2250,2700,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,01-06-2019,2200,2600,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,03-06-2019,2200,2700,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,04-06-2019,2350,2700,2600
Maharashtra,Akola,Akola,Wheat,Sharbati,06-06-2019,2200,2700,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,07-06-2019,2150,2600,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,08-06-2019,2200,2700,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,10-06-2019,2200,2250,2225
Maharashtra,Akola,Akola,Wheat,Sharbati,11-06-2019,2200,2575,2400
Maharashtra,Akola,Akola,Wheat,Sharbati,12-06-2019,2250,2700,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,13-06-2019,2200,2700,2525
Maharashtra,Akola,Akola,Wheat,Sharbati,14-06-2019,2100,2800,2400
Maharashtra,Akola,Akola,Wheat,Sharbati,15-06-2019,2200,2800,2600
Maharashtra,Akola,Akola,Wheat,Sharbati,17-06-2019,2050,2700,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,18-06-2019,2150,2500,2350
Maharashtra,Akola,Akola,Wheat,Sharbati,19-06-2019,2200,3400,2700
Maharashtra,Akola,Akola,Wheat,Sharbati,20-06-2019,2200,2600,2300
Maharashtra,Akola,Akola,Wheat,Sharbati,21-06-2019,2200,3400,2600
Maharashtra,Akola,Akola,Wheat,Sharbati,22-06-2019,2200,3400,2600
Maharashtra,Akola,Akola,Wheat,Sharbati,24-06-2019,2250,2700,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,25-06-2019,1950,2600,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,26-06-2019,2200,2700,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,27-06-2019,2350,2600,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,28-06-2019,2200,2600,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,29-06-2019,2350,2700,2600
Maharashtra,Akola,Akola,Wheat,Sharbati,01-07-2019,2200,2350,2275
Maharashtra,Akola,Akola,Wheat,Sharbati,02-07-2019,2200,2600,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,03-07-2019,2200,2700,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,04-07-2019,2200,2700,2600
Maharashtra,Akola,Akola,Wheat,Sharbati,05-07-2019,2100,2700,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,08-07-2019,2200,2700,2600
Maharashtra,Akola,Akola,Wheat,Sharbati,09-07-2019,2150,2700,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,10-07-2019,2200,2700,2600
Maharashtra,Akola,Akola,Wheat,Sharbati,11-07-2019,2250,2700,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,13-07-2019,2275,2700,2450
Maharashtra,Akola,Akola,Wheat,Sharbati,16-07-2019,2325,2700,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,17-07-2019,2250,2300,2275
Maharashtra,Akola,Akola,Wheat,Sharbati,18-07-2019,2350,2800,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,19-07-2019,2200,2700,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,20-07-2019,2300,2700,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,22-07-2019,2200,2600,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,23-07-2019,2200,2350,2275
Maharashtra,Akola,Akola,Wheat,Sharbati,24-07-2019,2250,2700,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,25-07-2019,2150,2700,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,26-07-2019,2200,2700,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,29-07-2019,2250,2550,2350
Maharashtra,Akola,Akola,Wheat,Sharbati,30-07-2019,2200,2300,2250
Maharashtra,Akola,Akola,Wheat,Sharbati,31-07-2019,2350,2700,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,01-08-2019,2300,2750,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,02-08-2019,2200,2700,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,03-08-2019,2200,2650,2550
Maharashtra,Akola,Akola,Wheat,Sharbati,05-08-2019,2350,2675,2500
Maharashtra,Akola,Akola,Wheat,Sharbati,06-08-2019,2200,2750,2650
Maharashtra,Akola,Akola,Wheat,Sharbati,07-08-2019,2250,2750,2475
Maharashtra,Akola,Akot,Wheat,147 Average,02-01-2019,1875,2045,2000
Maharashtra,Akola,Akot,Wheat,147 Average,12-01-2019,1900,2010,2000
Maharashtra,Akola,Akot,Wheat,147 Average,12-02-2019,1876,2040,2000
Maharashtra,Akola,Akot,Wheat,147 Average,16-02-2019,1900,2050,2000
Maharashtra,Akola,Akot,Wheat,147 Average,02-03-2019,1760,1915,1900
Maharashtra,Akola,Akot,Wheat,147 Average,09-03-2019,1740,1972,1900
Maharashtra,Akola,Akot,Wheat,147 Average,27-03-2019,1774,1900,1850
Maharashtra,Akola,Akot,Wheat,147 Average,02-04-2019,1680,1920,1900
Maharashtra,Akola,Akot,Wheat,147 Average,04-04-2019,1730,2000,1950
Maharashtra,Akola,Akot,Wheat,147 Average,20-04-2019,1645,1950,1900
Maharashtra,Akola,Akot,Wheat,147 Average,22-04-2019,1700,1850,1800
Maharashtra,Akola,Akot,Wheat,147 Average,02-05-2019,1770,2010,2000
Maharashtra,Akola,Akot,Wheat,147 Average,09-05-2019,1700,1970,1900
Maharashtra,Akola,Akot,Wheat,147 Average,15-05-2019,1815,1905,1900
Maharashtra,Akola,Akot,Wheat,147 Average,16-05-2019,1800,2100,2000
Maharashtra,Akola,Akot,Wheat,147 Average,21-05-2019,1800,1950,1900
Maharashtra,Akola,Akot,Wheat,147 Average,27-05-2019,1810,1935,1900
Maharashtra,Akola,Akot,Wheat,147 Average,28-05-2019,1760,1950,1900
Maharashtra,Akola,Akot,Wheat,147 Average,30-05-2019,1775,1910,1900
Maharashtra,Akola,Akot,Wheat,147 Average,01-06-2019,1800,2000,1850
Maharashtra,Akola,Akot,Wheat,147 Average,12-06-2019,1825,2000,1900
Maharashtra,Akola,Akot,Wheat,147 Average,20-06-2019,1815,1935,1900
Maharashtra,Akola,Akot,Wheat,147 Average,25-06-2019,1780,1895,1800
Maharashtra,Akola,Akot,Wheat,147 Average,29-06-2019,1775,1920,1900
Maharashtra,Akola,Akot,Wheat,147 Average,04-07-2019,1800,1915,1900
Maharashtra,Akola,Akot,Wheat,147 Average,15-07-2019,1850,1925,1900
Maharashtra,Akola,Akot,Wheat,147 Average,29-07-2019,1850,1900,1900
Maharashtra,Akola,Akot,Wheat,147 Average,06-08-2019,1850,2075,2000
Maharashtra,Akola,Balapur,Wheat,Other,06-01-2019,1800,2400,2100
Maharashtra,Akola,Balapur,Wheat,Other,13-01-2019,1800,2400,1900
Maharashtra,Akola,Balapur,Wheat,Other,20-01-2019,1800,2400,2400
Maharashtra,Akola,Balapur,Wheat,Other,27-01-2019,1650,2400,2300
Maharashtra,Akola,Balapur,Wheat,Other,03-02-2019,1900,2400,1900
Maharashtra,Akola,Balapur,Wheat,Other,10-02-2019,1600,2400,2400
Maharashtra,Akola,Balapur,Wheat,Other,17-02-2019,1900,2400,2100
Maharashtra,Akola,Balapur,Wheat,Other,24-02-2019,1800,2400,1900
Maharashtra,Akola,Balapur,Wheat,Other,03-03-2019,1850,2200,2000
Maharashtra,Akola,Balapur,Wheat,Other,10-03-2019,1600,2200,2000
Maharashtra,Akola,Balapur,Wheat,Other,17-03-2019,1750,2200,1850
Maharashtra,Akola,Balapur,Wheat,Other,24-03-2019,1800,2300,2100
Maharashtra,Akola,Balapur,Wheat,Other,31-03-2019,1550,2100,1850
Maharashtra,Akola,Balapur,Wheat,Other,07-04-2019,1750,2200,1800
Maharashtra,Akola,Balapur,Wheat,Other,14-04-2019,1750,2150,1850
Maharashtra,Akola,Balapur,Wheat,Other,21-04-2019,1800,2100,1850
Maharashtra,Akola,Balapur,Wheat,Other,28-04-2019,1800,2150,1800
Maharashtra,Akola,Balapur,Wheat,Other,05-05-2019,1800,2120,1850
Maharashtra,Akola,Balapur,Wheat,Other,26-05-2019,1800,2200,1900
Maharashtra,Akola,Balapur,Wheat,Other,02-06-2019,1850,2400,2000
Maharashtra,Akola,Balapur,Wheat,Other,09-06-2019,1800,2200,1900
Maharashtra,Akola,Balapur,Wheat,Other,16-06-2019,1800,2000,1900
Maharashtra,Akola,Balapur,Wheat,Other,23-06-2019,1800,1900,1900
Maharashtra,Akola,Balapur,Wheat,Other,30-06-2019,1750,1900,1800
Maharashtra,Akola,Balapur,Wheat,Other,07-07-2019,1800,1900,1800
Maharashtra,Akola,Balapur,Wheat,Other,14-07-2019,1600,1900,1900
Maharashtra,Akola,Balapur,Wheat,Other,21-07-2019,1700,1900,1800
Maharashtra,Akola,Balapur,Wheat,Other,28-07-2019,1800,2000,1900
Maharashtra,Akola,Balapur,Wheat,Other,04-08-2019,1800,2200,1900
Maharashtra,Akola,Murtizapur,Wheat,Other,03-01-2019,1505,1850,1650
Maharashtra,Akola,Murtizapur,Wheat,Other,05-01-2019,1850,2000,1950
Maharashtra,Akola,Murtizapur,Wheat,Other,17-01-2019,1850,2000,1900
Maharashtra,Akola,Murtizapur,Wheat,Other,22-01-2019,1650,2000,1750
Maharashtra,Akola,Murtizapur,Wheat,Other,29-01-2019,1550,1800,1650
Maharashtra,Akola,Murtizapur,Wheat,Other,14-02-2019,1650,1950,1850
Maharashtra,Akola,Murtizapur,Wheat,Other,15-02-2019,1600,1850,1780
Maharashtra,Akola,Murtizapur,Wheat,Other,18-02-2019,1750,1905,1850
Maharashtra,Akola,Murtizapur,Wheat,Other,20-02-2019,1650,2000,1850
Maharashtra,Akola,Murtizapur,Wheat,Other,22-02-2019,1650,1900,1850
Maharashtra,Akola,Murtizapur,Wheat,Other,23-02-2019,1650,1915,1850
Maharashtra,Akola,Murtizapur,Wheat,Other,26-02-2019,1650,1930,1850
Maharashtra,Akola,Murtizapur,Wheat,Other,27-02-2019,1550,1880,1755
Maharashtra,Akola,Murtizapur,Wheat,Other,01-03-2019,1650,1830,1750
Maharashtra,Akola,Murtizapur,Wheat,Other,05-03-2019,1600,1850,1755
Maharashtra,Akola,Murtizapur,Wheat,Other,06-03-2019,1700,1865,1800
Maharashtra,Akola,Murtizapur,Wheat,Other,07-03-2019,1650,1905,1785
Maharashtra,Akola,Murtizapur,Wheat,Other,08-03-2019,1600,1895,1795
Maharashtra,Akola,Murtizapur,Wheat,Other,09-03-2019,1650,1965,1785
Maharashtra,Akola,Murtizapur,Wheat,Other,11-03-2019,1750,1925,1845
Maharashtra,Akola,Murtizapur,Wheat,Other,12-03-2019,1650,1945,1785
Maharashtra,Akola,Murtizapur,Wheat,Other,13-03-2019,1800,1920,1875
Maharashtra,Akola,Murtizapur,Wheat,Other,15-03-2019,1750,1880,1800
Maharashtra,Akola,Murtizapur,Wheat,Other,16-03-2019,1650,1840,1735
Maharashtra,Akola,Murtizapur,Wheat,Other,19-03-2019,1670,1840,1750
Maharashtra,Akola,Murtizapur,Wheat,Other,22-03-2019,1650,1840,1755
Maharashtra,Akola,Murtizapur,Wheat,Other,23-03-2019,1650,1885,1750
Maharashtra,Akola,Murtizapur,Wheat,Other,25-03-2019,1650,1830,1765
Maharashtra,Akola,Murtizapur,Wheat,Other,26-03-2019,1750,1825,1800
Maharashtra,Akola,Murtizapur,Wheat,Other,27-03-2019,1650,1830,1750
Maharashtra,Akola,Murtizapur,Wheat,Other,29-03-2019,1650,1830,1795
Maharashtra,Akola,Murtizapur,Wheat,Other,30-03-2019,1650,1830,1750
Maharashtra,Akola,Murtizapur,Wheat,Other,03-04-2019,1700,1830,1795
Maharashtra,Akola,Murtizapur,Wheat,Other,04-04-2019,1650,1980,1825
Maharashtra,Akola,Murtizapur,Wheat,Other,05-04-2019,1650,1855,1795
Maharashtra,Akola,Murtizapur,Wheat,Other,08-04-2019,1550,1825,1755
Maharashtra,Akola,Murtizapur,Wheat,Other,09-04-2019,1650,1835,1755
Maharashtra,Akola,Murtizapur,Wheat,Other,10-04-2019,1700,1820,1795
Maharashtra,Akola,Murtizapur,Wheat,Other,11-04-2019,1650,1845,1755
Maharashtra,Akola,Murtizapur,Wheat,Other,15-04-2019,1650,1845,1700
Maharashtra,Akola,Murtizapur,Wheat,Other,16-04-2019,1650,1850,1750
Maharashtra,Akola,Murtizapur,Wheat,Other,20-04-2019,1650,1855,1785
Maharashtra,Akola,Murtizapur,Wheat,Other,22-04-2019,1650,1870,1795
Maharashtra,Akola,Murtizapur,Wheat,Other,23-04-2019,1650,1890,1755
Maharashtra,Akola,Murtizapur,Wheat,Other,24-04-2019,1600,1870,1770
Maharashtra,Akola,Murtizapur,Wheat,Other,25-04-2019,1550,1865,1775
Maharashtra,Akola,Murtizapur,Wheat,Other,26-04-2019,1650,1880,1785
Maharashtra,Akola,Murtizapur,Wheat,Other,27-04-2019,1650,1915,1785
Maharashtra,Akola,Murtizapur,Wheat,Other,29-04-2019,1750,1900,1800
Maharashtra,Akola,Murtizapur,Wheat,Other,30-04-2019,1750,1900,1875
Maharashtra,Akola,Murtizapur,Wheat,Other,02-05-2019,1750,1900,1800
Maharashtra,Akola,Murtizapur,Wheat,Other,04-05-2019,1700,1925,1895
Maharashtra,Akola,Murtizapur,Wheat,Other,06-05-2019,1650,2000,1955
Maharashtra,Akola,Murtizapur,Wheat,Other,08-05-2019,1750,1900,1800
Maharashtra,Akola,Murtizapur,Wheat,Other,09-05-2019,1800,2000,1985
Maharashtra,Akola,Murtizapur,Wheat,Other,10-05-2019,1700,1905,1835
Maharashtra,Akola,Murtizapur,Wheat,Other,11-05-2019,1750,1950,1850
Maharashtra,Akola,Murtizapur,Wheat,Other,14-05-2019,1750,1950,1820
Maharashtra,Akola,Murtizapur,Wheat,Other,15-05-2019,1850,2030,1900
Maharashtra,Akola,Murtizapur,Wheat,Other,21-05-2019,1800,2070,1995
Maharashtra,Akola,Murtizapur,Wheat,Other,22-05-2019,1750,2035,1995
Maharashtra,Akola,Murtizapur,Wheat,Other,23-05-2019,1800,2035,1995
Maharashtra,Akola,Murtizapur,Wheat,Other,24-05-2019,1795,2025,1995
Maharashtra,Akola,Murtizapur,Wheat,Other,27-05-2019,1800,2005,1990
Maharashtra,Akola,Murtizapur,Wheat,Other,28-05-2019,1805,2045,1990
Maharashtra,Akola,Murtizapur,Wheat,Other,29-05-2019,1750,2040,1905
Maharashtra,Akola,Murtizapur,Wheat,Other,30-05-2019,1750,1905,1805
Maharashtra,Akola,Murtizapur,Wheat,Other,31-05-2019,1705,1950,1850
Maharashtra,Akola,Murtizapur,Wheat,Other,01-06-2019,1715,1995,1805
Maharashtra,Akola,Murtizapur,Wheat,Other,03-06-2019,1705,2005,1995
Maharashtra,Akola,Murtizapur,Wheat,Other,07-06-2019,1850,1980,1890
Maharashtra,Akola,Murtizapur,Wheat,Other,10-06-2019,1750,1980,1850
Maharashtra,Akola,Murtizapur,Wheat,Other,11-06-2019,1725,2005,1950
Maharashtra,Akola,Murtizapur,Wheat,Other,13-06-2019,1800,1930,1850
Maharashtra,Akola,Murtizapur,Wheat,Other,14-06-2019,1750,1910,1850
Maharashtra,Akola,Murtizapur,Wheat,Other,15-06-2019,1800,1915,1885
Maharashtra,Akola,Murtizapur,Wheat,Other,17-06-2019,1750,1895,1805
Maharashtra,Akola,Murtizapur,Wheat,Other,18-06-2019,1770,1850,1850
Maharashtra,Akola,Murtizapur,Wheat,Other,20-06-2019,1850,1925,1900
Maharashtra,Akola,Murtizapur,Wheat,Other,21-06-2019,1750,1950,1850
Maharashtra,Akola,Murtizapur,Wheat,Other,25-06-2019,1750,1900,1850
Maharashtra,Akola,Murtizapur,Wheat,Other,27-06-2019,1650,1955,1850
Maharashtra,Akola,Murtizapur,Wheat,Other,29-06-2019,1750,1905,1805
Maharashtra,Akola,Murtizapur,Wheat,Other,04-07-2019,1750,1945,1845
Maharashtra,Akola,Murtizapur,Wheat,Other,05-07-2019,1650,1835,1800
Maharashtra,Akola,Murtizapur,Wheat,Other,06-07-2019,1630,1900,1850
Maharashtra,Akola,Murtizapur,Wheat,Other,08-07-2019,1750,1975,1800
Maharashtra,Akola,Murtizapur,Wheat,Other,11-07-2019,1750,2040,1895
Maharashtra,Akola,Murtizapur,Wheat,Other,12-07-2019,1740,1995,1850
Maharashtra,Akola,Murtizapur,Wheat,Other,13-07-2019,1750,2070,1800
Maharashtra,Akola,Murtizapur,Wheat,Other,15-07-2019,1750,2065,1905
Maharashtra,Akola,Murtizapur,Wheat,Other,17-07-2019,1800,2030,1905
Maharashtra,Akola,Murtizapur,Wheat,Other,20-07-2019,1850,2125,1905
Maharashtra,Akola,Murtizapur,Wheat,Other,23-07-2019,1950,2150,2050
Maharashtra,Akola,Murtizapur,Wheat,Other,24-07-2019,1750,2145,1955
Maharashtra,Akola,Murtizapur,Wheat,Other,30-07-2019,1850,2075,1955
Maharashtra,Akola,Murtizapur,Wheat,Other,01-08-2019,1850,2110,1905
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,04-01-2019,1900,1900,1900
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,11-01-2019,1400,1900,1720
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,18-01-2019,1400,1900,1781
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,19-01-2019,1500,1900,1828
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,01-02-2019,1400,2000,1700
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,02-02-2019,1500,2100,1828
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,15-02-2019,1500,2000,1757
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,22-02-2019,1400,1900,1661
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,01-03-2019,1500,2000,1707
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,02-03-2019,1500,2100,1759
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,08-03-2019,1400,2000,1720
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,09-03-2019,1500,2100,1750
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,15-03-2019,1500,2000,1720
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,22-03-2019,1500,2000,1730
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,29-03-2019,1600,2000,1820
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,12-04-2019,1600,1900,1801
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,13-04-2019,1600,2000,1730
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,19-04-2019,1600,1900,1740
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,03-05-2019,1500,1900,1750
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,04-05-2019,1500,2000,1760
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,10-05-2019,1500,1900,1650
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,11-05-2019,1500,2000,1801
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,24-05-2019,1500,2000,1825
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,31-05-2019,1500,1900,1750
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,01-06-2019,1500,2000,1861
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,07-06-2019,1500,1900,1820
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,08-06-2019,1500,2000,1820
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,14-06-2019,1500,2000,1805
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,15-06-2019,1400,1900,1820
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,21-06-2019,1400,1900,1720
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,28-06-2019,1500,1900,1833
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,29-06-2019,1500,1900,1820
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,05-07-2019,1500,1900,1820
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,12-07-2019,1500,1900,1820
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,13-07-2019,1500,2000,1944
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,19-07-2019,1500,1900,1820
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,20-07-2019,1600,2100,1930
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,02-08-2019,1800,2200,2010
Maharashtra,Akola,Patur,Wheat,Maharashtra 2189,03-08-2019,1850,2200,1994
Maharashtra,Akola,Telhara,Wheat,Other,01-01-2019,1700,1900,1800
Maharashtra,Akola,Telhara,Wheat,Other,03-01-2019,1750,1900,1825
